λ|is_conv|w|F1|F2|F3|F4|t|stat
[1.0, 0.0, 0.0, 0.0]|true|[0.9999962290809766, 0.9999976369495686, 0.9999973068200203, 0.9999985909060795, 0.9999985856873701, -0.9999983681686891, 0.9999992893697512, 0.9999959963397553, 0.999998538872812, 0.9999967710363497, 0.9999692800824179, -0.9999982723105086, -0.9999988443458651, 0.999743252648736, -0.999998253189293, 0.999998714973793, 0.9999979981904887, 0.9999936121261939, 0.9999981275293616, 0.999973344799602]|0.024384423379597186|1.7300212946846885|-2.3060206795082854|3.102230687864558|3.9089999198913574|LOCALLY_SOLVED
[0.9743589743589743, 0.02564102564102564, 0.0, 0.0]|true|[-0.9999621286326752, -0.9999263971533733, 0.9998988578651303, 0.9999948203752682, 0.9999872413678296, 0.37720355210021544, 0.9999989239336804, -0.512161940702109, 0.9999906709556455, 0.999975449494605, -0.9996991094445214, -0.999996589972331, -0.9999982344374744, 0.9923673944263154, -0.9999964440975097, 0.9999969495495197, -0.9999899705481554, -0.9999786093110289, -0.9999783284980098, -0.9996438965168285]|0.011607725537211556|0.07144828069580114|-0.02170316427921525|0.007185072621077087|1.2260000705718994|LOCALLY_SOLVED
[0.9487179487179487, 0.05128205128205128, 0.0, 0.0]|true|[-0.999969080979713, -0.9999575067644442, 0.34643354156890394, 0.9999940515890634, 0.9999824284408108, 0.9999423167500812, 0.9999988326643009, -0.8048589210652785, 0.9999887134740064, 0.9999695883239249, -0.9965998989778061, -0.9999961479881111, -0.9999979837518507, 0.9994311268777591, -0.9999960805105077, 0.9999967093474528, -0.9999910431155927, -0.9999791549086305, -0.9999833508168336, -0.7490328118513231]|0.009892530565909313|0.023080261849939387|-0.004633481974388182|0.00123467760650546|1.2409999370574951|LOCALLY_SOLVED
[0.9230769230769231, 0.07692307692307693, 0.0, 0.0]|true|[-0.999969488347226, -0.9999632806653291, -0.5273454291039998, 0.9999934415482625, 0.999977677263758, 0.9999646869938259, 0.9999987385587682, -0.6628496358020521, 0.9999870738867556, 0.9999646812881453, -0.6482969084814689, -0.9999956426910322, -0.9999976871530138, 0.9995152469789806, -0.9999956798899237, 0.9999964746024759, -0.999991329394161, -0.9999786193522547, -0.9999850401849126, -0.05669589921247914]|0.009265302965599142|0.013521801350135625|-0.002135470547645901|0.0005888493697056465|1.4900000095367432|LOCALLY_SOLVED
[0.8974358974358975, 0.10256410256410256, 0.0, 0.0]|true|[-0.9999699952227904, -0.9999679561240594, -0.9623379887618909, 0.9999926919484389, 0.999969394196196, 0.9999745522516519, 0.9999986275356051, -0.6060262375908677, 0.9999848569293147, 0.9999575963071432, -0.3878904591541746, -0.9999949909375907, -0.999997290782755, 0.9997568234533494, -0.999995195230505, 0.9999962025141494, -0.999991602335935, -0.9999781261297427, -0.9999864489716189, 0.277815518769856]|0.008950495337705863|0.010255188631166205|-0.0013352760588525644|0.00041978859111122587|1.0940001010894775|LOCALLY_SOLVED
[0.8717948717948718, 0.1282051282051282, 0.0, 0.0]|true|[-0.9999751754544612, -0.9999769315435542, -0.9998887868913697, 0.9999909819872587, 0.9998646985176134, 0.9999835710726072, 0.9999984751857935, -0.852556736200092, 0.9999775040700061, 0.9999336146069177, -0.23881373362514016, -0.9999939251994368, -0.9999966425302943, 0.999799838812572, -0.99999446062452, 0.9999957673504418, -0.9999925362796759, -0.9999790668894777, -0.9999890111546503, 0.4141500270566997]|0.008786561504200327|0.008977024286509786|-0.0010125946171483634|0.00037012940920017073|0.9509999752044678|LOCALLY_SOLVED
[0.8461538461538461, 0.15384615384615385, 0.0, 0.0]|true|[-0.9999752636052213, -0.9999781647065622, -0.9999107599397421, 0.9999896179920216, 0.8581114141288095, 0.99998536758758, 0.999998312993453, -0.7346590939456945, 0.999971368532936, 0.9998958231273266, -0.15294558720902365, -0.9999926827344855, -0.9999957904885408, 0.9998311818765523, -0.9999936848348746, 0.9999953994340778, -0.9999926392368722, -0.999978458171949, -0.9999895666845033, 0.5524457296564542]|0.008630883030542807|0.008031110924194068|-0.0007640869171366871|0.00032496917114917587|0.9270000457763672|LOCALLY_SOLVED
[0.8205128205128205, 0.1794871794871795, 0.0, 0.0]|true|[-0.9999729977129006, -0.9999768890456486, -0.9998803357509596, 0.999988596842465, 0.7001719446570356, 0.9999854176007691, 0.9999981301997346, -0.5249253646666554, 0.9999686405798621, 0.9998611363635067, -0.09677617672427188, -0.9999910972149328, -0.9999945330764273, 0.9998432778406299, -0.9999928036790607, 0.9999950664342819, -0.9999923659840458, -0.9999769017205851, -0.9999893980763871, 0.6729183518844838]|0.008500036283729362|0.007372253250006793|-0.0005840517109776001|0.00029261638317806517|1.00600004196167|LOCALLY_SOLVED
[0.7948717948717949, 0.20512820512820512, 0.0, 0.0]|true|[-0.9999702735200784, -0.9999754539928377, -0.9998191462048401, 0.999987353552768, 0.5816505651362694, 0.9999854666797339, 0.9999979032850043, -0.3674121053109656, 0.9999653109888298, 0.9997451026724503, -0.054662467358874235, -0.9999886362168179, -0.999992208148653, 0.9998545329057161, -0.9999916372783185, 0.9999946816466848, -0.999992071483853, -0.999975102640136, -0.9999892234952035, 0.7632342700565019]|0.008401870386945256|0.006957713730920718|-0.0004614223897824911|0.00027348577181694094|1.056999921798706|LOCALLY_SOLVED
[0.7692307692307692, 0.23076923076923078, 0.0, 0.0]|true|[-0.9999669449732305, -0.9999738312330455, -0.9987115673353161, 0.9999858046334766, 0.4890631054849163, 0.9999855157988891, 0.9999976140311365, -0.24485040953047332, 0.999961187123736, 0.9991662590194702, -0.02187359999393375, -0.9999842950236358, -0.9999864329841508, 0.9998648838211857, -0.9999900199838283, 0.9999942319915871, -0.9999917536922113, -0.9999730004194239, -0.9999890427452233, 0.8332761711024548]|0.008325412571782822|0.006682250851991916|-0.0003723233795166678|0.0002613073384529507|0.9890000820159912|LOCALLY_SOLVED
