λ|is_conv|w|F1|F2|F3|F4|t|stat
[0.6666666666666667, 0.1111111111111111, 0.2222222222222222, 0.0]|false|[2.0655714556316584e-6, 1.81376682879426e-6, 2.034406631210155e-6, 2.248950298185811e-6, 1.7263532511272176e-6, 0.10261843102077015, 0.8973406677297943, 2.2746944951328627e-6, 1.8541185347832152e-6, 2.3521033583933744e-6, 3.0126160476923487e-6, 2.5349022979851953e-6, 1.6229778500842428e-6, 3.2387164536487462e-6, 2.648723614754338e-6, 3.2684949780346067e-6, 1.4415923130413863e-6, 2.2316444302855725e-6, 1.5460775097274551e-6, 2.985539087134605e-6]|0.0029639689606796625|0.0047508154662553835|-0.0002537157354195764|0.00010131151344279375|0.9020001888275146|LOCALLY_SOLVED
[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]|false|[3.3815195449180333e-6, 2.949680569766763e-6, 3.3731069550747437e-6, 4.131646849475044e-6, 2.9680836054048285e-6, 0.2733238945664599, 0.7266052297134863, 3.8887732798387355e-6, 3.202389993972325e-6, 4.012625019725525e-6, 5.1379611897894655e-6, 3.4569671820789416e-6, 2.106676287235895e-6, 5.593053314411803e-6, 3.5282608087310884e-6, 9.51550481388772e-6, 2.2795935648050643e-6, 3.6587667089525906e-6, 2.4869285182874882e-6, 5.204181847217541e-6]|0.002109676863347687|0.0016261514471746339|9.697225638050203e-6|3.888929187859167e-5|0.8910000324249268|LOCALLY_SOLVED
[0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.0]|true|[7.347093884014579e-6, 6.283813367592287e-6, 7.53929448448842e-6, 1.310227010426019e-5, 7.478538214871635e-6, 0.3432565802536894, 0.6429164815368129, 9.220790517835338e-6, 7.937320397900528e-6, 9.462486395985119e-6, 1.1878236501191837e-5, 5.117245076387941e-6, 2.914205002970223e-6, 1.3201306990673358e-5, 5.0547861139056826e-6, 0.0136898369969212, 4.568019846413454e-6, 7.820310217890712e-6, 5.147197241975208e-6, 1.302829821827852e-5]|0.0017384199659366965|0.0009545230639123639|3.9276067450708865e-5|2.4842784546584267e-5|0.9749999046325684|LOCALLY_SOLVED
[0.33333333333333337, 0.4444444444444444, 0.2222222222222222, 0.0]|true|[1.566684064447166e-5, 1.2690774357595558e-5, 1.6819044751269235e-5, 6.684360754025272e-5, 2.0528609503797548e-5, 0.3757272865300262, 0.4003175849565889, 2.1962509626748128e-5, 1.693957041743442e-5, 2.049885802602575e-5, 2.882855767908797e-5, 7.159867303027456e-6, 3.817371149008402e-6, 3.5802237113772065e-5, 7.126574838742807e-6, 0.22361019813117247, 8.383661864069591e-6, 1.6038417472652108e-5, 9.418482766419679e-6, 3.640539715786756e-5]|0.0012515951776360566|0.0004286119818587016|9.165802622941775e-6|4.0350441133190355e-6|1.0399999618530273|LOCALLY_SOLVED
[0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.0]|true|[5.499717030152352e-5, 4.12574799144039e-5, 6.748919957901998e-5, 0.06607011688664804, 0.0002532772297820776, 0.3729859234626475, 0.23572002728281838, 0.00035783150289846535, 6.343819729810773e-5, 8.806896967719635e-5, 0.0013567330907169025, 1.1213531350567528e-5, 5.569997341967981e-6, 0.03643455464967278, 1.153615903800487e-5, 0.2566792454381157, 2.0655822880954902e-5, 6.960585907242944e-5, 2.3174797205112463e-5, 0.029685283273040795]|0.000868006399796494|0.0002162289786723938|1.2434091519000105e-6|5.838416518893579e-7|1.1740000247955322|LOCALLY_SOLVED
[0.11111111111111116, 0.6666666666666666, 0.2222222222222222, 0.0]|true|[0.0001273906380229085, 0.0001128158077524031, 0.00018382760779757357, 0.05725970400483612, 0.001261199451602183, 0.22194378572066412, 0.0974207791260528, 0.03266912130156545, 8.647010478896218e-5, 0.00013310523216892873, 0.10504080264924516, 2.057815064282958e-5, 1.0065135624164449e-5, 0.20743200745090382, 2.1425399608204934e-5, 0.11888248358876773, 4.498100819772136e-5, 0.00039233329977599214, 4.376883020887576e-5, 0.15691335549177396]|0.0003795770834356453|7.827249205355683e-5|-5.418845621718251e-7|4.108415640128596e-8|1.2019999027252197|LOCALLY_SOLVED
[0.0, 0.7777777777777778, 0.2222222222222222, 0.0]|true|[0.0005949056289735549, 0.04607895718072597, 0.013424644032485201, 0.0008639907052058896, 0.0007878103823335538, 0.14743263821726488, 0.00010422923307791234, 0.06951566347585238, 3.074350237254485e-5, 6.221117492030993e-5, 0.1565102483888215, 4.9795282698352066e-5, 1.8622750442200916e-5, 0.23312143322705622, 0.0001179176921686881, 0.0012140853719091707, 0.0002344007540616687, 0.143128013765222, 4.1978956511804194e-5, 0.1866677102778961]|-2.6046101236648873e-5|4.5448833803990644e-5|-2.8758237497338387e-7|1.5520977434861887e-8|1.315000057220459|LOCALLY_SOLVED
[0.6666666666666667, 0.0, 0.3333333333333333, 0.0]|false|[1.4390643906963366e-6, 1.5023519728692151e-6, 1.5202283678485478e-6, 1.930903471295391e-6, 1.708750207363904e-6, 1.4004046057801748e-6, 0.9999715785104859, 1.4968084361225948e-6, 1.7585673778420754e-6, 1.549984114939037e-6, 1.4544829301469423e-6, 1.0842354336540261e-6, 8.855343123901182e-7, 1.4602699260794396e-6, 1.110284569496139e-6, 2.3670771171287385e-6, 1.410108010829681e-6, 1.418941494114142e-6, 1.4848877956367708e-6, 1.4386049800386018e-6]|0.0034775148852610872|0.007695090511891702|-0.0006105954619458796|0.0001807234477718084|0.9240000247955322|LOCALLY_SOLVED
[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]|false|[2.4613299231686263e-6, 2.1741116955096536e-6, 2.4306049420085334e-6, 2.6869079801424343e-6, 2.069944224009182e-6, 0.16769146147537778, 0.8322595469586214, 2.732023103424986e-6, 2.2227314269497757e-6, 2.8048566259776434e-6, 3.605888339257457e-6, 3.034251722562545e-6, 1.948194042666838e-6, 3.878575006966499e-6, 3.2002019468720225e-6, 3.926292093199906e-6, 1.7306871195267145e-6, 2.6758302280365645e-6, 1.8550023785114224e-6, 3.5541332020152004e-6]|0.0026383180655358152|0.0032984776463501706|-0.00011350903647676353|6.986912072301926e-5|0.9549999237060547|LOCALLY_SOLVED
[0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.0]|false|[4.585582469470481e-6, 4.08781161002859e-6, 4.6523346908189595e-6, 5.922322091030281e-6, 4.194364523007625e-6, 0.3065025892528253, 0.6933917538434456, 5.634813280792748e-6, 4.595137410556789e-6, 5.618515274996295e-6, 7.365638474344475e-6, 4.494748914442398e-6, 2.7026779726477038e-6, 8.122611799793499e-6, 4.621773360406607e-6, 2.0038042302465784e-5, 3.1324738705087334e-6, 5.140578084884671e-6, 3.4488538715736516e-6, 7.298623727240087e-6]|0.0019435617251772864|0.0012758114457849168|2.894759759191974e-5|3.2629861007885576e-5|0.9449999332427979|LOCALLY_SOLVED
