time,open,high,low,close,volume
2021-08-04 19:45:00,1551.68,1552.0,1551.68,1552.0,410
2021-08-04 17:45:00,1551.0,1551.0,1551.0,1551.0,246
2021-08-04 17:30:00,1548.5,1548.5,1548.5,1548.5,149
2021-08-04 16:45:00,1551.975,1551.975,1551.975,1551.975,102
2021-08-04 16:30:00,1552.0,1555.52,1552.0,1555.52,2951
2021-08-04 16:15:00,1555.52,1555.52,1555.52,1555.52,6364
2021-08-04 16:00:00,1555.99,1556.65,1554.01,1555.52,73508
2021-08-04 15:45:00,1550.82,1556.0,1550.0,1556.0,22353
2021-08-04 15:30:00,1551.99,1552.14,1550.24,1551.63,6699
2021-08-04 15:15:00,1550.63,1553.4464,1549.01,1552.82,9431
2021-08-04 15:00:00,1553.03,1553.92,1550.0001,1551.01,11015
2021-08-04 14:45:00,1554.54,1558.25,1552.47,1553.16,11900
2021-08-04 14:30:00,1557.46,1557.46,1554.75,1555.13,8266
2021-08-04 14:15:00,1552.49,1556.9,1552.04,1556.9,11449
2021-08-04 14:00:00,1553.225,1554.565,1551.0,1552.27,4881
2021-08-04 13:45:00,1552.48,1553.99,1550.75,1552.0,7761
2021-08-04 13:30:00,1551.0,1554.0,1550.94,1551.05,9871
2021-08-04 13:15:00,1548.9048,1554.0,1548.0801,1550.591,22661
2021-08-04 13:00:00,1545.6295,1549.5,1545.6295,1548.0301,12424
2021-08-04 12:45:00,1546.36,1546.8487,1542.55,1545.83,16389
2021-08-04 12:30:00,1541.99,1546.49,1540.66,1544.5582,7701
2021-08-04 12:15:00,1538.48,1543.47,1536.61,1539.8101,12850
2021-08-04 12:00:00,1539.5,1541.1399,1536.0,1538.74,11607
2021-08-04 11:45:00,1542.7636,1543.0,1535.0,1535.855,22982
2021-08-04 11:30:00,1546.1825,1547.05,1536.86,1541.865,24859
2021-08-04 11:15:00,1542.0,1550.0,1542.0,1545.67,37360
2021-08-04 11:00:00,1539.16,1545.165,1537.0631,1540.59,23143
2021-08-04 10:45:00,1536.0,1537.66,1528.01,1537.05,45120
2021-08-04 10:30:00,1543.989,1544.0,1532.7801,1533.62,42042
2021-08-04 10:15:00,1544.0,1548.68,1537.4972,1542.5243,43939
2021-08-04 10:00:00,1539.85,1544.02,1533.72,1543.8439,46086
2021-08-04 09:45:00,1524.08,1541.36,1517.0101,1536.0501,54048
2021-08-04 09:15:00,1518.0,1518.0,1518.0,1518.0,107
2021-08-04 08:45:00,1522.56,1522.56,1522.56,1522.56,15025
2021-08-04 08:30:00,1514.2,1514.2,1514.2,1514.2,151
2021-08-04 08:15:00,1516.0,1516.0,1516.0,1516.0,211
2021-08-04 07:45:00,1516.91,1516.91,1516.91,1516.91,102
2021-08-03 19:30:00,1522.49,1522.49,1522.49,1522.49,103
2021-08-03 18:00:00,1522.5,1522.5,1522.5,1522.5,101
2021-08-03 17:45:00,1522.5,1522.5,1522.14,1522.14,212
2021-08-03 17:15:00,1520.0,1520.0,1520.0,1520.0,391
2021-08-03 16:15:00,1522.56,1522.56,1522.56,1522.56,598
2021-08-03 16:00:00,1521.3799,1524.99,1519.29,1522.56,58259
2021-08-03 15:45:00,1522.0,1522.34,1516.2001,1521.8499,33153
2021-08-03 15:30:00,1517.97,1521.28,1516.69,1521.28,18580
2021-08-03 15:15:00,1511.92,1518.0,1511.01,1515.64,28914
2021-08-03 15:00:00,1512.95,1513.9399,1506.03,1510.8,15740
2021-08-03 14:45:00,1507.695,1513.1,1505.48,1513.1,20662
2021-08-03 14:30:00,1509.0,1510.31,1505.03,1507.7,20365
2021-08-03 14:15:00,1511.375,1511.96,1503.38,1507.93,32328
2021-08-03 14:00:00,1519.97,1520.1,1510.0,1511.04,25493
2021-08-03 13:45:00,1510.35,1519.6899,1510.28,1517.63,26599
2021-08-03 13:30:00,1511.0,1511.1,1506.6328,1510.5,20323
2021-08-03 13:15:00,1512.98,1515.6,1507.43,1509.49,53375
2021-08-03 13:00:00,1511.17,1513.9999,1507.85,1512.03,27058
2021-08-03 12:45:00,1511.15,1516.61,1508.78,1510.39,16749
2021-08-03 12:30:00,1514.9099,1516.9699,1506.57,1512.75,23418
2021-08-03 12:15:00,1521.2601,1523.7219,1512.01,1513.08,36028
2021-08-03 12:00:00,1504.63,1524.71,1503.89,1522.505,110912
2021-08-03 11:45:00,1503.08,1509.0,1501.2,1505.1131,58782
2021-08-03 11:30:00,1503.9999,1508.4518,1499.0,1504.0,51210
2021-08-03 11:15:00,1504.15,1513.85,1500.29,1503.9899,130839
2021-08-03 11:00:00,1511.5086,1515.32,1504.14,1506.5862,117273
2021-08-03 10:45:00,1526.04,1526.04,1508.61,1511.6899,113103
2021-08-03 10:30:00,1519.24,1529.45,1518.0401,1526.48,98802
2021-08-03 10:15:00,1537.04,1541.995,1509.765,1522.0101,210751
2021-08-03 10:00:00,1546.8446,1556.7199,1536.0,1536.0,140839
2021-08-03 09:45:00,1542.14,1559.75,1533.56,1544.315,101198
2021-08-03 09:30:00,1542.5,1542.5,1542.5,1542.5,412
2021-08-03 08:15:00,1539.99,1539.99,1539.99,1539.99,390
2021-08-03 08:00:00,1540.0,1540.0,1540.0,1540.0,294
2021-08-03 07:45:00,1543.0,1543.35,1543.0,1543.35,848
2021-08-02 19:15:00,1542.98,1542.98,1542.98,1542.98,140
2021-08-02 17:15:00,1538.76,1538.76,1538.76,1538.76,382
2021-08-02 16:45:00,1538.67,1538.67,1538.67,1538.67,703
2021-08-02 16:15:00,1538.67,1538.67,1538.01,1538.01,1441
2021-08-02 16:00:00,1536.06,1541.8762,1533.77,1538.67,85454
2021-08-02 15:45:00,1534.1201,1539.6451,1534.1201,1537.25,25789
2021-08-02 15:30:00,1533.7251,1538.62,1532.24,1536.2,48673
2021-08-02 15:15:00,1547.52,1547.52,1533.33,1533.43,36697
2021-08-02 15:00:00,1550.18,1550.8,1544.75,1546.46,26884
2021-08-02 14:45:00,1548.49,1551.0,1547.78,1550.49,15976
2021-08-02 14:30:00,1550.0,1551.86,1545.75,1547.1,53756
2021-08-02 14:15:00,1547.84,1553.35,1547.0,1551.1387,38083
2021-08-02 14:00:00,1544.14,1551.0,1542.97,1548.2999,47404
2021-08-02 13:45:00,1550.205,1551.02,1543.5,1544.14,35176
2021-08-02 13:30:00,1551.0,1555.0,1546.8482,1550.22,74126
2021-08-02 13:15:00,1542.3788,1553.0,1541.2501,1549.915,57511
2021-08-02 13:00:00,1540.675,1547.3669,1540.0,1541.175,105815
2021-08-02 12:45:00,1535.705,1543.99,1535.0683,1541.9194,26963
2021-08-02 12:30:00,1533.86,1539.4199,1532.47,1535.9,53153
2021-08-02 12:15:00,1537.8501,1538.74,1524.12,1533.8599,71156
2021-08-02 12:00:00,1533.15,1545.0,1532.3392,1540.02,55891
2021-08-02 11:45:00,1527.32,1533.8563,1522.2001,1533.8563,28607
2021-08-02 11:30:00,1531.29,1532.7,1520.81,1526.49,38749
2021-08-02 11:15:00,1530.0,1537.9999,1527.0,1530.095,66813
2021-08-02 11:00:00,1509.895,1528.8,1509.895,1528.8,95731
2021-08-02 10:45:00,1505.5,1510.5,1503.9898,1510.5,16279
2021-08-02 10:30:00,1511.0,1514.0,1506.0,1506.95,46967
2021-08-02 10:15:00,1505.4903,1511.0,1496.0001,1510.785,54369
2021-08-02 10:00:00,1512.0,1516.0,1493.0506,1504.33,70215
2021-08-02 09:45:00,1503.83,1517.0,1499.2601,1516.74,108261
2021-08-02 09:30:00,1515.0,1515.0,1512.0,1512.0,630
2021-08-02 09:15:00,1518.05,1519.5,1517.5,1517.5,994
2021-08-02 09:00:00,1518.0,1518.0,1515.0,1518.0,1729
2021-08-02 08:45:00,1511.4,1513.65,1511.4,1513.0,1114
2021-08-02 08:15:00,1505.0601,1520.0,1505.0601,1515.0,2135
2021-08-02 07:30:00,1512.0,1518.97,1511.99,1518.97,1250
2021-08-02 06:45:00,1513.0,1513.0,1513.0,1513.0,527
2021-08-02 06:15:00,1513.0,1513.0,1513.0,1513.0,175
2021-08-02 05:15:00,1515.0,1515.0,1515.0,1515.0,600
2021-08-02 04:45:00,1510.0,1515.0,1510.0,1515.0,1788
2021-07-30 20:00:00,1501.99,1501.99,1501.99,1501.99,100
2021-07-30 17:30:00,1499.0,1499.0,1499.0,1499.0,144
2021-07-30 17:15:00,1499.01,1499.01,1499.01,1499.01,207
2021-07-30 16:45:00,1499.93,1501.7,1499.01,1500.11,1828
2021-07-30 16:30:00,1497.0,1497.0,1497.0,1497.0,144
2021-07-30 16:15:00,1499.93,1499.93,1499.93,1499.93,2741
2021-07-30 16:00:00,1499.995,1500.83,1496.17,1499.9299,102718
2021-07-30 15:45:00,1498.32,1502.33,1496.883,1500.555,47433
2021-07-30 15:30:00,1498.01,1499.33,1494.282,1498.43,29666
2021-07-30 15:15:00,1495.58,1498.78,1495.58,1498.09,10906
2021-07-30 15:00:00,1491.8482,1497.02,1491.0,1496.237,22671
2021-07-30 14:45:00,1497.49,1498.97,1490.2,1491.2325,47698
2021-07-30 14:30:00,1501.15,1501.1794,1497.18,1498.2676,21800
2021-07-30 14:15:00,1501.97,1501.97,1496.35,1500.985,40636
2021-07-30 14:00:00,1502.57,1503.5,1501.11,1501.11,10704
2021-07-30 13:45:00,1505.03,1505.81,1501.835,1502.38,11479
2021-07-30 13:30:00,1504.26,1506.93,1502.162,1506.93,7056
2021-07-30 13:15:00,1507.38,1508.0,1503.49,1503.49,19856
2021-07-30 13:00:00,1506.92,1509.6912,1501.72,1508.47,21610
2021-07-30 12:45:00,1506.055,1508.2001,1504.0,1504.895,14508
2021-07-30 12:30:00,1508.9,1514.57,1505.14,1505.56,15618
